BUILDING IRN,BUILDING NAME,DISTRICT IRN,DISTRICT NAME,ADDRESS,CITY,STATE,ZIP CODE,PHONE,PRINCIPAL,COUNTY,GRADE SPAN,INDICATORS MET GRADE,PERFORMANCE INDEX SCORE GRADE,4-YEAR GRADUATION RATE GRADE,5-YEAR GRADUATION RATE GRADE,OVERALL VALUE-ADDED GRADE,GIFTED VALUE-ADDED GRADE,LOWEST 20% VALUE-ADDED GRADE,SWD VALUE-ADDED GRADE,AMO GRADE,K-3 LITERACY IMPROVEMENT GRADE,ACHIEVEMENT COMPONENT GRADE,GRADUATION COMPONENT GRADE,PROGRESS COMPONENT GRADE,GAP CLOSING COMPONENT GRADE,K-3 LITERACY COMPONENT GRADE,PREPARED FOR SUCCESS GRADE
000577,Emerson Academy,000577,Emerson Academy,501 Hickory St,Dayton,OH,45410-1232,(937) 223-2889,Alison C. Foreman,Montgomery,K-8,F,D,NR,NR,F,NR,F,A,F,C,F,NR,D,F,C,NR
000596,Amelia Elementary School,046359,West Clermont Local,5 E Main St,Amelia,OH,45102-1943,(513) 943-3800,Jeffrey D. Riel,Clermont,K-5,F,C,NR,NR,B,D,C,D,F,C,D,NR,B,F,C,NR
000604,Amelia High School,046359,West Clermont Local,1351 Clough Pike,Batavia,OH,45103-2503,(513) 947-7400,Stephanie N. Walker,Clermont,9-12,F,D,B,B,F,C,F,F,F,NR,D,B,D,F,NR,D
000608,Summit Academy Transition High School-Cincinnati,000608,Summit Academy Transition High School-Cincinnati,5800 Salvia Ave,Cincinnati,OH,45224-3029,(513) 541-4000,Stephen F. Geresy,Hamilton,8-12,F,F,F,D,F,NR,F,F,NR,NR,F,D,F,NR,NR,F
000609,Summit Academy Middle School - Lorain,000609,Summit Academy Middle School - Lorain,346 Illinois Ave,Lorain,OH,44052-2106,(440) 288-0448,Diane K. Solomon,Lorain,6-8,F,F,NR,NR,D,NR,D,F,F,NR,F,NR,D,F,NR,NR
000610,Summit Academy Middle School - Columbus,000610,Summit Academy Middle School - Columbus,2521 Fairwood Ave Ste 200,Columbus,OH,43207-2712,(614) 237-5497,Cheryl L. Elliott,Franklin,6-8,F,F,NR,NR,D,NR,B,B,F,NR,F,NR,C,F,NR,NR
000612,Amelia Middle School,046359,West Clermont Local,1351 Clough Pike,Batavia,OH,45103-2503,(513) 947-7500,Lori A. Crowe,Clermont,6-8,F,D,NR,NR,F,C,F,F,F,NR,D,NR,D,F,NR,NR
000613,Heir Force Community School,000613,Heir Force Community School,150 W Grand Ave,Lima,OH,45801-4006,(419) 228-9241,Darwin O. Lofton,Allen,K-8,F,D,NR,NR,F,NR,F,NR,F,D,D,NR,F,F,D,NR
000614,Summit Academy Transition High School-Columbus,000614,Summit Academy Transition High School-Columbus,2521 Fairwood Ave,Columbus,OH,43207-2712,(614) 880-0714,Trina C. Holloway - Moore,Franklin,9-12,F,F,F,F,C,NR,B,C,F,NR,F,F,B,F,NR,F
000616,Summit Academy Alternative LearnersWarren Middle & Secondary,000616,Summit Academy Alternative LearnersWarren Middle & Secondary,1461 Moncrest Dr NW,Warren,OH,44485-1928,(330) 399-1692,Erin A. Bradley,Trumbull,8-12,F,F,F,F,F,NR,D,F,F,NR,F,F,D,F,NR,F
000620,Amesville Elementary School,045914,Federal Hocking Local,PO Box 189,Amesville,OH,45711-0189,(740) 448-2501,Lisa Imel,Athens,K-6,F,D,NR,NR,D,NR,A,A,F,C,D,NR,C,F,C,NR
000621,Summit Academy Transition High School Dayton,000621,Summit Academy Transition High School Dayton,251 Erdiel Dr,Dayton,OH,45415-3632,(937) 223-3154,Gary L. Miller,Montgomery,8-12,F,F,F,F,F,NR,C,D,F,NR,F,F,D,F,NR,F
000623,Summit Academy-Youngstown,000623,Summit Academy-Youngstown,144 N Schenley Ave,Youngstown,OH,44509-2041,(330) 259-0421,Michael J. Majzun,Mahoning,K-7,F,F,NR,NR,F,NR,F,F,F,B,F,NR,F,F,B,NR
000629,Summit Academy Community School - Painesville,000629,Summit Academy Community School - Painesville,268 N State St,Painesville,OH,44077-4009,(440) 358-0877,Frank B. Cheraso,Lake,K-8,F,D,NR,NR,D,NR,F,D,F,B,F,NR,D,F,B,NR
000633,Summit Academy Toledo Learning Center,000633,Summit Academy Toledo Learning Center,5115 Glendale Ave Ste N,Toledo,OH,43614-1801,(419) 476-7859,Abby J. Spangler,Lucas,K-12,F,D,B,D,A,NR,A,A,F,NR,F,B,A,F,NR,F
000634,Summit Academy Secondary School - Middletown,000634,Summit Academy Secondary School - Middletown,7 S Marshall Rd,Middletown,OH,45044-5375,(513) 420-9767,Beth A. Varley,Butler,7-12,F,F,NR,NR,F,NR,F,F,F,NR,F,NR,F,F,NR,F
000638,Amherst Elementary School,049858,Jackson Local,8750 Jane St NW,Massillon,OH,44646-1626,(330) 830-8024,William P. Hayden,Stark,K-5,D,B,NR,NR,C,D,B,C,D,C,C,NR,C,D,C,NR
000640,Rittman Academy,012931,Office of School Sponsorship,100 Saurer St,Rittman,OH,44270-1259,(330) 927-7401,,Wayne,K-12,F,F,F,F,F,NR,NR,NR,NR,NR,F,F,F,NR,NR,F
000653,Amity Elementary School,043851,Deer Park Community City,4320 E Galbraith Rd,Cincinnati,OH,45236-2618,(513) 891-5995,Mark S. Smiley,Hamilton,3-6,F,C,NR,NR,A,C,B,D,D,D,C,NR,B,D,D,NR
000676,Frank Jacinto Elementary,044263,Lorain City,2515 Marshall Ave,Lorain,OH,44052-4337,(440) 960-5800,Leila B. Flores,Lorain,"K-5,P",F,D,NR,NR,F,NR,F,NR,F,D,F,NR,F,F,D,NR
000677,New Day Academy Boarding & Day School,000677,New Day Academy Boarding & Day School,8566 Barbara Dr,Mentor,OH,44060-1917,(440) 516-0866,,Cuyahoga,K-12,F,F,F,F,D,NR,C,NR,F,NR,F,F,C,F,NR,F
000679,Oakstone Community School,000679,Oakstone Community School,5747 Cleveland Ave,Columbus,OH,43231-2831,(614) 458-1085,Erik L. Wilson,Franklin,"K,1-12,UNG,SN",F,D,F,F,F,NR,C,F,F,C,D,F,D,F,C,F
000687,Anderson High School,047340,Forest Hills Local,7560 Forest Rd,Cincinnati,OH,45255-4307,(513) 232-2772,Michael R. Overbey,Hamilton,9-12,D,B,A,B,A,A,A,A,B,NR,C,A,A,B,NR,C
000699,Arcadia Middle School,047415,Arcadia Local,19033 State Route 12,Arcadia,OH,44804-9714,(419) 894-6431,Billy Dobbins,Hancock,7-8,F,C,NR,NR,F,NR,NR,NR,F,NR,D,NR,F,F,NR,NR
000701,Avon Heritage Elementary School,048116,Avon Local,35575 Detroit Rd,Avon,OH,44011-1639,(440) 937-3055,Jason M. Call,Lorain,3-5,B,B,NR,NR,C,D,C,F,D,D,B,NR,C,D,D,NR
000711,Pymatuning Valley Primary Elementary School,045880,Pymatuning Valley Local,PO Box 1180,Andover,OH,44003-1180,(440) 293-6206,Billie J. Fusco,Ashtabula,K-4,F,B,NR,NR,A,C,B,B,D,C,C,NR,B,D,C,NR
000725,Zenith Academy,000725,Zenith Academy,8210 Havens Rd,Blacklick,OH,43004-8630,(614) 888-9997,,Franklin,K-12,F,F,F,F,F,NR,B,NR,F,F,F,F,D,F,F,F
000729,Andrew J Rickoff,043786,Cleveland Municipal,3500 E 147th St,Cleveland,OH,44120-4834,(216) 838-4150,SHELBY R. SCHUTT,Cuyahoga,"P,K-8",F,F,NR,NR,F,NR,F,F,F,D,F,NR,F,F,D,NR
000736,HBCU Preparatory School 1,000736,HBCU Preparatory School 1,12601 Shaker Blvd,Cleveland,OH,44120-2041,(216) 812-0244,Timothy Roberts,Cuyahoga,K-12,F,D,NR,NR,C,NR,C,NR,F,B,D,NR,C,F,B,NR
000737,Massillon Junior High School,044354,Massillon City,250 29th St NW,Massillon,OH,44647-5910,(330) 830-3902,Vincent J. Lindsey,Stark,7-8,F,D,NR,NR,B,C,C,A,F,NR,D,NR,B,F,NR,NR
000738,HBCU Preparatory School 2,000738,HBCU Preparatory School 2,12601 Shaker Blvd,Cleveland,OH,44120-2041,(216) 812-0244,Timothy Roberts,Cuyahoga,K-12,NR,NR,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,NR,NR,B,NR
000745,Anna Elementary School,049759,Anna Local,PO Box 169,Anna,OH,45302-0169,(937) 394-2011,John E. Holtzapple,Shelby,K-5,B,A,NR,NR,A,A,NR,A,B,D,A,NR,A,B,D,NR
000752,Anna High School,049759,Anna Local,PO Box 169,Anna,OH,45302-0169,(937) 394-2011,Richard L. Russell,Shelby,9-12,C,B,A,A,A,D,NR,B,A,NR,B,A,B,A,NR,C
000760,Ansonia Elementary School,046623,Ansonia Local,PO Box 279,Ansonia,OH,45303-0279,(937) 337-5141,Krista L. Stump,Darke,K-6,F,C,NR,NR,F,NR,D,F,B,C,C,NR,D,B,C,NR
000770,"Maritime Academy of Toledo, The",000770,"Maritime Academy of Toledo, The",803 Water St,Toledo,OH,43604-1831,(419) 244-9999,Aaron M. Lusk,Lucas,5-12,F,F,F,F,F,NR,C,C,F,NR,F,F,D,F,NR,F
000778,Ansonia High School,046623,Ansonia Local,PO Box 279,Ansonia,OH,45303-0279,(937) 337-5591,Stephen A. Garman,Darke,9-12,D,C,A,A,B,NR,NR,NR,F,NR,C,A,B,F,NR,D
000779,Educational Academy for Boys & Girls,123257,North Central Ohio ESC,1500 W 3rd Ave,Columbus,OH,43212-2843,(614) 294-3020,,Franklin,K-12,F,D,NR,NR,C,NR,NR,NR,F,NR,D,NR,C,F,NR,NR
000780,Midnimo Cross Cultural Community School,123257,North Central Ohio ESC,1500 W 3rd Ave Ste 125,Columbus,OH,43212-2883,(614) 261-7480,Amy L. Shrock,Franklin,K-12,F,F,NR,NR,A,NR,A,NR,F,NR,F,NR,A,F,NR,NR
000802,Anthony Wayne Elementary School,044008,Franklin City,16 Farm Ave,Franklin,OH,45005-2721,(937) 743-8640,James L. Rhoades,Warren,1-6,F,D,NR,NR,A,NR,B,C,F,F,D,NR,B,F,F,NR
000804,Horizon Science Academy-Cincinnati,000804,Horizon Science Academy-Cincinnati,1055 Laidlaw Ave,Cincinnati,OH,45237-5005,(513) 242-0099,Ergun Sevilmis,Hamilton,K-8,F,F,F,F,F,NR,F,NR,F,D,F,F,F,F,D,F
000808,Horizon Science Academy-Dayton,000808,Horizon Science Academy-Dayton,4751 sue ann blvd,Dayton,OH,45415,(937) 277-1177,Kellie K. Berlean,Montgomery,K-5,F,F,NR,NR,F,NR,D,D,F,D,F,NR,D,F,D,NR
000810,Anthony Wayne High School,048207,Anthony Wayne Local,5967 Finzel Rd,Whitehouse,OH,43571-9661,(419) 877-0466,Kevin Pfefferle,Lucas,9-12,D,B,A,A,A,A,A,B,D,NR,C,A,A,D,NR,C
000825,Horizon Science Academy-Springfield,000825,Horizon Science Academy-Springfield,630 S Reynolds Rd,Toledo,OH,43615-6314,(419) 535-0524,Erin A. Schreiner,Lucas,K-8,F,D,NR,NR,A,NR,A,C,F,C,F,NR,B,F,C,NR
000828,Anton Grdina,043786,Cleveland Municipal,2955 E 71st St,Cleveland,OH,44104-4101,(216) 838-1150,Harold S. Booker,Cuyahoga,"P,K-8",F,F,NR,NR,F,NR,F,C,F,D,F,NR,D,F,D,NR
000831,National Road,045179,Zanesville City,3505 East Pike,Zanesville,OH,43701-6617,(740) 450-1538,Mary E. Hitchens,Muskingum,"K-6,P",F,D,NR,NR,C,NR,C,F,F,C,D,NR,C,F,C,NR
000836,Antwerp Local Elementary School,048991,Antwerp Local,303 S. Harrmann Rd,Antwerp,OH,45813,(419) 258-5421,Amy S. Hammer,Paulding,K-5,D,B,NR,NR,D,C,C,C,A,C,B,NR,C,A,C,NR
000838,Horizon Science Academy-Denison Middle School,000838,Horizon Science Academy-Denison Middle School,1700 Denison Ave,Cleveland,OH,44109-2925,(216) 739-9911,,Cuyahoga,K-8,F,D,NR,NR,A,NR,A,A,F,D,F,NR,A,F,D,NR
000840,General Johnnie Wilson Middle School,044263,Lorain City,2700 Washington Ave,Lorain,OH,44052-4648,(440) 246-1020,Bryan M. Hilko,Lorain,6-8,F,F,NR,NR,F,C,F,F,F,NR,F,NR,D,F,NR,NR
000841,Longfellow Middle School,044263,Lorain City,305 Louisiana Ave,Lorain,OH,44052-2256,(440) 246-1020,Christine L. Miller,Lorain,6-8,F,D,NR,NR,F,F,F,F,F,NR,F,NR,F,F,NR,NR
000843,Bennett Venture Academy,000843,Bennett Venture Academy,5130 Bennett Road,Toledo,OH,43612,(419) 269-2247,nicolette r. whitson,Lucas,K-8,F,D,NR,NR,F,NR,C,A,F,C,D,NR,D,F,C,NR
000844,Antwerp Local High School,048991,Antwerp Local,303 S. Harrmann Rd,Antwerp,OH,45813,(419) 258-5421,Travis L. Lichty,Paulding,9-12,D,C,A,A,A,NR,NR,C,A,NR,C,A,B,A,NR,D
000851,Apple Creek Elementary School,050583,Southeast Local,173 W Main St,Apple Creek,OH,44606-9532,(330) 698-3111,Matthias B. Karolewski,Wayne,"K-6,P",F,C,NR,NR,C,NR,B,A,D,C,C,NR,B,D,C,NR
000855,Stambaugh Charter Academy,000855,Stambaugh Charter Academy,2420 Donald Ave,Youngstown,OH,44509-1306,(330) 792-4806,Landon A. Brown II,Mahoning,K-8,F,D,NR,NR,A,NR,B,A,F,C,D,NR,A,F,C,NR
000858,Horizon Science Academy-Cleveland Middle School,000858,Horizon Science Academy-Cleveland Middle School,6100 S Marginal Rd,Cleveland,OH,44103-1043,(216) 432-9940,,Cuyahoga,K-12,F,D,NR,NR,C,NR,D,C,F,C,D,NR,C,F,C,NR
000859,Canton Arts Academy @ Summit,043711,Canton City,1100 10th St NW,Canton,OH,44703-3311,(330) 452-6537,Chester Lenartowicz,Stark,K-8,F,C,NR,NR,A,A,NR,NR,F,D,C,NR,A,F,D,NR
000870,Grand Valley Elementary School,045864,Grand Valley Local,111 Grand Valley Ave West,Orwell,OH,44076-9420,(440) 437-6260,Ellen J. Winer,Ashtabula,K-4,D,B,NR,NR,C,D,NR,A,B,D,C,NR,B,B,D,NR
000875,Westside Academy,000875,Westside Academy,4330 Clime Rd North,Columbus,OH,43228-3439,(614) 272-9392,,Franklin,K-8,F,D,NR,NR,A,NR,B,NR,C,D,D,NR,A,C,D,NR
000877,Applewood Elementary School,043661,Brunswick City,3891 Applewood Dr,Brunswick,OH,44212-4049,(330) 273-0481,Amren B. Fowler,Medina,K-5,D,B,NR,NR,A,A,B,B,A,C,B,NR,A,A,C,NR
000878,Slate Ridge Elementary School,047001,Reynoldsburg City,10466 Taylor Rd SW,Reynoldsburg,OH,43068-3249,(614) 501-5500,Micca S. Conley,Licking,"K-4,P",F,C,NR,NR,D,C,C,F,F,C,C,NR,C,F,C,NR
000879,Waggoner Road Middle School,047001,Reynoldsburg City,340 Waggoner Rd,Reynoldsburg,OH,43068-9707,(614) 501-5600,Christopher M. Brooks,Licking,5-6,F,C,NR,NR,C,C,D,F,B,NR,D,NR,C,B,NR,NR
000883,Canaan Middle School,048264,Jonathan Alder Local,7055 US Highway 42 S,Plain,OH,43064-8853,(614) 733-3975,Matthew A. Keller,Madison,5-6,F,C,NR,NR,F,C,F,F,F,NR,C,NR,D,F,NR,NR
000884,Charity Adams Earley Girls Academy,043844,Dayton City,440 Shoup Mill Rd,Dayton,OH,45415-3518,,Shirlette C. Burks,Montgomery,K-8,F,D,NR,NR,A,NR,A,NR,F,C,D,NR,A,F,C,NR
000885,Arcadia Elementary School,047415,Arcadia Local,19033 State Route 12,Arcadia,OH,44804-9714,(419) 894-6431,David M. Golden,Hancock,K-6,D,B,NR,NR,C,D,NR,D,A,C,B,NR,C,A,C,NR
000892,Glen Oak Elementary School,046763,Olentangy Local,7300 Blue Holly Dr,Lewis Center,OH,43035-7145,(740) 657-5500,Jaclyn M. Roscoe,Delaware,"K-5,P",B,B,NR,NR,D,F,NR,C,C,NR,B,NR,D,C,NR,NR
000893,Arcadia High School,047415,Arcadia Local,19033 State Route 12,Arcadia,OH,44804-9714,(419) 894-6431,Billy Dobbins,Hancock,9-12,F,C,A,A,C,C,NR,NR,D,NR,C,A,C,D,NR,C
000901,Arcanum Elementary School,046631,Arcanum-Butler Local,2011 Trojan Ave,Arcanum,OH,45304-1381,(937) 692-5174,Joni L. Pechie,Darke,K-4,F,B,NR,NR,D,NR,C,NR,D,C,C,NR,C,D,C,NR
000902,Cardington Intermediate School,048793,Cardington-Lincoln Local,349 Chesterville Avenue,Cardington,OH,43315-9397,(419) 864-0609,Jennifer R. Zierden,Morrow,5-6,F,C,NR,NR,A,B,A,A,D,NR,C,NR,A,D,NR,NR
000919,Arcanum High School,046631,Arcanum-Butler Local,2011 Trojan Ave,Arcanum,OH,45304-1381,(937) 692-5174,Jason R. Stephan,Darke,9-12,F,D,A,A,A,C,B,C,D,NR,D,A,B,D,NR,D
000927,Archbold Elementary School,047043,Archbold-Area Local,500 Lafayette St,Archbold,OH,43502-1669,(419) 446-2727,DOROTHY M. LAMBERT,Fulton,K-4,D,B,NR,NR,C,C,NR,NR,C,A,B,NR,C,C,A,NR
000930,Cleveland Entrepreneurship Preparatory School,043786,Cleveland Municipal,1417 E 36th St Fl 2,Cleveland,OH,44114-4116,(216) 456-2080,,Cuyahoga,5-8,F,D,NR,NR,A,NR,A,B,F,NR,D,NR,A,F,NR,NR
000935,Archbold High School,047043,Archbold-Area Local,600 Lafayette St,Archbold,OH,43502-1656,(419) 445-5579,Timothy J. Meister,Fulton,9-12,F,C,A,A,B,NR,NR,NR,A,NR,C,A,B,A,NR,C
000938,East Bridge Academy of Excellence,000938,East Bridge Academy of Excellence,2323 Lake Club Dr,Columbus,OH,43232-3101,(614) 501-3822,Emmanuel D. Anthony,Franklin,K-6,NR,F,F,F,NR,NR,NR,NR,NR,NR,F,F,NR,NR,NR,F
000941,Par Excellence Academy,044453,Newark City,1350 Granville Rd,Newark,OH,43055-3906,(740) 344-7279,,Licking,K-5,F,C,NR,NR,C,NR,B,C,B,NR,D,NR,B,B,NR,NR
000950,Newton Falls Elementary School,045567,Newton Falls Exempted Village,909 Milton Blvd,Newton Falls,OH,44444-9707,(330) 872-5225,Roland W. Purnell,Trumbull,K-3,F,C,NR,NR,NR,NR,NR,NR,F,A,D,NR,NR,F,A,NR
000951,Toledo Preparatory and Fitness Academy,000951,Toledo Preparatory and Fitness Academy,3001 Hill Ave,Toledo,OH,43607-2932,(419) 535-3700,Valerie E. Sandy,Lucas,K-8,F,D,NR,NR,D,NR,F,D,F,C,D,NR,D,F,C,NR
000952,Columbus Preparatory and Fitness Academy,000952,Columbus Preparatory and Fitness Academy,1258 Demorest Rd,Columbus,OH,43204-7003,(614) 318-0606,Jeffrey R. Luelleman,Franklin,K-8,F,D,NR,NR,C,NR,C,F,F,F,D,NR,C,F,F,NR
000953,Mt. Healthy Preparatory and Fitness Academy,000953,Mt. Healthy Preparatory and Fitness Academy,7601 Harrison Ave,Cincinnati,OH,45231-3107,(513) 587-6280,Timothy R. Baggs,Hamilton,"K,1-8,SN",F,D,NR,NR,F,NR,F,F,F,F,F,NR,F,F,F,NR
000968,Arlington Elementary School,044909,Toledo City,707 Woodsdale Ave,Toledo,OH,43609-2963,(419) 671-2550,Melisa K. Viers,Lucas,K-8,F,F,NR,NR,F,NR,F,D,F,D,F,NR,D,F,D,NR
000976,Arlington Local Elementary School,047423,Arlington Local,PO Box 260,Arlington,OH,45814-0260,(419) 365-5121,David S. Sprouse,Hancock,K-6,D,B,NR,NR,C,A,C,C,B,C,C,NR,B,B,C,NR
000992,Arlington Local High School,047423,Arlington Local,PO Box 260,Arlington,OH,45814-0260,(419) 365-5121,Nathan J. Sorg,Hancock,7-12,F,C,A,B,A,A,B,A,F,NR,D,A,A,F,NR,C
001024,Arrowhead Primary Elementary School,049981,Copley-Fairlawn City,1600 Raleigh Blvd,Copley,OH,44321-2024,(330) 664-4885,Roman L. Capper,Summit,K-4,B,B,NR,NR,B,NR,NR,C,A,A,B,NR,B,A,A,NR
001040,Artemus Ward,043786,Cleveland Municipal,4315 W 140th St,Cleveland,OH,44135-2128,(216) 838-6200,Chris P. Myslenski,Cuyahoga,"P,K-8",F,D,NR,NR,F,NR,C,F,F,C,F,NR,D,F,C,NR
001073,Asbury Elementary School,046979,Groveport Madison Local,5127 Harbor Blvd,Columbus,OH,43232-6263,(614) 833-2000,,Franklin,K-5,F,D,NR,NR,B,C,C,C,F,C,D,NR,B,F,C,NR
001081,Ashland High School,043505,Ashland City,1440 King Rd,Ashland,OH,44805-3635,(419) 289-7968,Thomas W. Marquette,Ashland,9-12,F,C,A,A,F,C,D,D,D,NR,D,A,D,D,NR,C
001099,Ashland Middle School,043505,Ashland City,1520 King Rd,Ashland,OH,44805-3652,(419) 289-7966,Matthew White,Ashland,6-8,F,C,NR,NR,A,A,C,D,F,NR,D,NR,B,F,NR,NR
001107,Buckeye Valley East Elementary School,046755,Buckeye Valley Local,PO Box 356,Ashley,OH,43003-0356,(740) 363-2253,Kathryn M. Karacson,Delaware,"K-4,P",F,C,NR,NR,F,NR,F,F,B,C,D,NR,F,B,C,NR
001123,Lakeside High School,043513,Ashtabula Area City,6600 Sanborn Rd,Ashtabula,OH,44004-9552,(440) 993-2522,Donald P. Rapose,Ashtabula,9-12,F,D,F,D,F,C,F,F,F,NR,F,F,D,F,NR,F
001131,Ashville Elementary School,049098,Teays Valley Local,90 Walnut St,Ashville,OH,43103-1538,(740) 983-5000,Gretchen A. Weiler,Pickaway,K-5,B,B,NR,NR,A,C,A,C,A,C,B,NR,B,A,C,NR
001149,Athens High School,043521,Athens City,1 High School Rd,The Plains,OH,45780-1148,(740) 797-4521,David F. Hanning,Athens,9-12,F,C,B,B,A,A,C,F,F,NR,D,B,B,F,NR,C
001172,Atkinson Elementary School,044016,Fremont City,1100 Delaware Ave,Fremont,OH,43420-4605,(419) 332-5361,Christopher G. Ward,Sandusky,K-5,F,C,NR,NR,F,NR,F,D,F,C,D,NR,D,F,C,NR
001180,Seneca East Elementary,049684,Seneca East Local,13343 E US Highway 224,Attica,OH,44807-9301,(419) 426-3344,Bradley S. Powers,Seneca,K-5,F,C,NR,NR,C,C,F,C,B,NR,C,NR,C,B,NR,NR
001198,Seneca East High School,049684,Seneca East Local,13343 E US Highway 224,Attica,OH,44807-9301,(419) 426-3312,Don D. Vogt,Seneca,9-12,F,C,A,A,A,C,A,C,D,NR,D,A,B,D,NR,C
001206,Waterloo Elementary School,049247,Waterloo Local,1464 Industry Rd,Atwater,OH,44201-9349,(330) 947-2153,Anthony J. Stretar,Portage,K-5,F,C,NR,NR,A,NR,A,A,F,D,C,NR,A,F,D,NR
001222,Auburn Elementary School,044776,Shelby City,109 Auburn Ave,Shelby,OH,44875-1103,(419) 342-5456,Kelly M. Kuhn,Richland,K-4,D,B,NR,NR,F,D,C,F,F,B,C,NR,D,F,B,NR
001230,Timmons Elementary School,047191,Kenston Local,9595 E Washington St,Chagrin Falls,OH,44023-2762,(440) 543-9380,David A. Rogaliner,Geauga,"K-3,P",D,B,NR,NR,NR,NR,NR,NR,A,B,B,NR,NR,A,B,NR
001255,Oakwood Elementary School,045575,Paulding Exempted Village,PO Box 37,Oakwood,OH,45873-0037,(419) 594-3346,Jennifer S. Manz,Paulding,"K-6,P",B,B,NR,NR,A,C,NR,A,A,NR,B,NR,B,A,NR,NR
001271,Augusta Elementary School,045278,Carrollton Exempted Village,3117 Aurora Rd NE,Carrollton,OH,44615-9739,(330) 627-2442,Darin W. Abel,Carroll,"K-5,P",C,B,NR,NR,F,NR,NR,NR,A,B,B,NR,F,A,B,NR
001297,Aurora High School,049171,Aurora City,109 W Pioneer Trl,Aurora,OH,44202-9103,(330) 562-3501,Paul F. Milcetich,Portage,9-12,C,B,A,A,A,A,NR,A,A,NR,B,A,A,A,NR,B
001313,Craddock Elementary School,049171,Aurora City,105 Hurd Rd,Aurora,OH,44202-9369,(330) 562-3175,Julie A. Troman,Portage,1-2,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
001321,Austinburg Elementary School,044057,Geneva Area City,3030 State Route 307,Austinburg,OH,44010-9703,(440) 466-4831,Kaye E. Haskins,Ashtabula,"K-5,P",D,B,NR,NR,A,NR,A,A,B,B,C,NR,A,B,B,NR
001339,Austintown Middle School,048298,Austintown Local Schools,800 S Raccoon Rd,Youngstown,OH,44515-3537,(330) 797-3900,James E. Penk,Mahoning,6-8,F,C,NR,NR,A,A,A,A,F,NR,D,NR,A,F,NR,NR
001347,Avery Elementary School,047019,Hilliard City,4388 Avery Rd,Hilliard,OH,43026-1007,(614) 921-5100,Kevin M. Landon,Franklin,K-5,F,C,NR,NR,F,F,C,C,F,C,C,NR,D,F,C,NR
001354,Avon East Elementary School,048116,Avon Local,3100 Nagle Rd,Avon,OH,44011-2058,(440) 937-6015,Krista M. Dirocco,Lorain,1-2,A,NR,NR,NR,NR,NR,NR,NR,NR,NR,A,NR,NR,NR,NR,NR
001362,Avon Early Learning Center,048116,Avon Local,3075 Stoney Ridge Rd,Avon,OH,44011-1821,(440) 934-5124,Colleen M. Mudore,Lorain,"K,P",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
001370,Avon High School,048116,Avon Local,37545 Detroit Rd,Avon,OH,44011-2133,(440) 934-6171,Kristina M. Dobos Buller,Lorain,9-12,D,B,A,A,A,A,C,F,B,NR,B,A,B,B,NR,B
001388,Avon Lake High School,048124,Avon Lake City,175 Avon Belden Rd,Avon Lake,OH,44012-1600,(440) 933-6290,,Lorain,9-12,B,B,A,A,C,A,C,F,B,NR,B,A,C,B,NR,B
001396,Avondale Elementary School,043802,Columbus City,141 Hawkes Ave,Columbus,OH,43222-1461,(614) 365-6511,April D. Knight,Franklin,"K-5,P",F,D,NR,NR,F,F,F,NR,F,C,D,NR,F,F,C,NR
001404,Avondale Elementary School,049932,Plain Local,3933 Eaton Rd NW,Canton,OH,44708-1651,(330) 491-3720,Maria P. Smith,Stark,K-4,D,B,NR,NR,C,C,NR,NR,A,D,B,NR,C,A,D,NR
001412,Ayersville Elementary School,046706,Ayersville Local,28046 Watson Rd,Defiance,OH,43512-8851,(419) 395-1111,Beth A. Hench,Defiance,K-6,D,B,NR,NR,A,NR,B,A,A,B,B,NR,A,A,B,NR
001420,Ayersville High School,046706,Ayersville Local,28046 Watson Rd,Defiance,OH,43512-8851,(419) 395-1111,Jeremy J. Kuhlman,Defiance,7-12,F,C,A,A,A,C,NR,NR,B,NR,C,A,B,B,NR,C
001438,Babeck Early Childhood School,046094,Edgewood City,100 Maple Ave,Trenton,OH,45067-1849,(513) 988-0111,Jeffrey M. Banks,Butler,"K-1,P",NR,NR,NR,NR,NR,NR,NR,NR,NR,A,NR,NR,NR,NR,A,NR
001446,Badger High School,050179,Joseph Badger Local,7119 State Route 7,Kinsman,OH,44428-9788,(330) 876-2820,Edwin J. Baldwin,Trumbull,9-12,D,C,C,B,A,NR,NR,F,D,NR,C,B,B,D,NR,D
001453,Paint Valley Middle School,049510,Paint Valley Local,7454 Us Highway 50 W,Bainbridge,OH,45612-9708,(740) 634-3454,Lewis D. Ewry,Ross,6-8,F,D,NR,NR,A,C,A,B,F,NR,D,NR,B,F,NR,NR
001461,Baker Elementary School,050153,Mathews Local,4095 Sheridan Dr,Vienna,OH,44473-9606,(330) 539-5042,Michael G. King,Trumbull,3-6,D,B,NR,NR,A,A,C,A,A,NR,B,NR,B,A,NR,NR
001537,Barber Community Learning Center,043489,Akron City,665 Garry Rd,Akron,OH,44305-1760,(330) 761-7911,Ranea L. Williams,Summit,K-6,F,D,NR,NR,F,NR,F,D,F,D,F,NR,D,F,D,NR
